query_id;plan_id;stage_id;pipeline_id;dop;query_dop;operator_type;execution_time;l_input_rows;r_input_rows;peak_mem;output_rows;child_plan
77;10;2;0;32;32;LocalExchangeSinkOperator;12.010;1342;0;0;1342;11
77;11;2;1;32;32;LocalExchangeSourceOperator;39.350;1342;0;2560;1342;9
77;12;2;0;32;32;Aggregation;89.450;1342;0;266880;45;10
77;13;2;0;32;32;PartitionedOutput;12.405;45;0;17216;45;12
77;14;3;3;32;32;LocalExchangeSourceOperator;621.870;15000000;0;3670016;15000000;27
77;15;3;2;32;32;HashBuilderOperator;5820.880;15000000;0;84427008;0;28
77;16;3;1;32;32;ExchangeOperator;3990.072;148390963;0;16777216;148390963;31
77;17;3;1;32;32;LookupJoinOperator;36287.970;148390963;0;43154944;153391145;15,16
77;18;3;0;32;32;LocalExchangeSinkOperator;7280.171;153320902;0;0;153320902;23
77;19;3;1;32;32;PartialAggregation;14269.710;153391145;0;13870464;153320902;17
77;20;3;0;32;32;Aggregation;51500.000;153320902;0;21487616;15000000;18
77;21;3;1;32;32;FilterProject;1637.380;153320902;0;0;153320902;19
77;22;3;0;32;32;FilterProject;126.410;15000000;0;0;15000000;20
77;23;3;1;32;32;LocalExchangeSourceOperator;16729.460;153320902;0;5813952;153320902;21
77;24;3;0;32;32;PartialAggregation;342.280;15000000;0;593920;1342;22
77;25;3;0;32;32;PartitionedOutput;111.812;1342;0;68864;1342;24
77;26;3;3;32;32;ExchangeOperator;557.179;15000000;0;10584064;15000000;33
77;27;3;3;32;32;FilterProject;10.168;15000000;0;0;15000000;26
77;28;3;2;32;32;LocalExchangeSinkOperator;12.996;15000000;0;0;15000000;14
77;29;4;0;32;32;TableScanOperator;20680.090;150000000;0;77474816;150000000;
77;30;4;0;32;32;FilterProject;9668.960;150000000;0;54016;148390963;29
77;31;4;0;32;32;PartitionedOutput;12060.980;148390963;0;8436480;148390963;30
77;32;5;0;32;32;TableScanOperator;295.400;15000000;0;17106688;15000000;
77;33;5;0;32;32;PartitionedOutput;695.000;15000000;0;5101056;15000000;32
78;0;0;0;1;64;MergeOperator;0.242;45;0;1424;45;7
78;1;0;0;1;64;ExplainAnalyzeOperator;106.853;45;0;0;1;0
78;2;0;0;1;64;TaskOutputOperator;0.145;1;0;0;1;1
78;3;1;1;64;64;ExchangeOperator;1.317;45;0;704;45;13
78;4;1;1;64;64;OrderBy;4.433;45;0;131776;45;3
78;5;1;0;4;64;LocalMerge;0.326;0;0;24576;45;6
78;6;1;1;64;64;CallbackSink;5.903;45;0;0;0;4
78;7;1;0;4;64;PartitionedOutput;1.243;45;0;17344;45;5
78;8;2;1;64;64;ExchangeOperator;9.777;2631;0;2816;2631;25
78;9;2;1;64;64;FilterProject;17.111;2631;0;0;2631;8
78;10;2;0;64;64;LocalExchangeSinkOperator;21.464;2631;0;0;2631;11
78;11;2;1;64;64;LocalExchangeSourceOperator;72.990;2631;0;3264;2631;9
78;12;2;0;64;64;Aggregation;91.130;2631;0;267520;45;10
78;13;2;0;64;64;PartitionedOutput;21.700;45;0;17216;45;12
78;14;3;3;64;64;LocalExchangeSourceOperator;643.670;15000000;0;2949120;15000000;27
78;15;3;2;64;64;HashBuilderOperator;10553.880;15000000;0;78414080;0;28
78;16;3;1;64;64;ExchangeOperator;11240.151;148390963;0;16777216;148390963;31
78;17;3;1;64;64;LookupJoinOperator;48470.120;148390963;0;39171584;153391145;15,16
78;18;3;0;64;64;LocalExchangeSinkOperator;31910.336;153250914;0;0;153250914;23
78;19;3;1;64;64;PartialAggregation;20705.250;153391145;0;10386560;153250914;17
78;20;3;0;64;64;Aggregation;85110.000;153250914;0;11001856;15000000;18
78;21;3;1;64;64;FilterProject;1790.710;153250914;0;0;153250914;19
78;22;3;0;64;64;FilterProject;200.510;15000000;0;0;15000000;20
78;23;3;1;64;64;LocalExchangeSourceOperator;66153.940;153250914;0;3736832;153250914;21
78;24;3;0;64;64;PartialAggregation;581.250;15000000;0;593920;2631;22
78;25;3;0;64;64;PartitionedOutput;186.210;2631;0;68864;2631;24
78;26;3;3;64;64;ExchangeOperator;1650.155;15000000;0;10485760;15000000;33
78;27;3;3;64;64;FilterProject;11.769;15000000;0;0;15000000;26
78;28;3;2;64;64;LocalExchangeSinkOperator;23.348;15000000;0;0;15000000;14
78;29;4;0;64;64;TableScanOperator;29120.169;150000000;0;109165056;150000000;
78;30;4;0;64;64;FilterProject;10482.670;150000000;0;54016;148390963;29
78;31;4;0;64;64;PartitionedOutput;14075.700;148390963;0;8547072;148390963;30
78;32;5;0;64;64;TableScanOperator;268.983;15000000;0;17009408;15000000;
78;33;5;0;64;64;PartitionedOutput;613.560;15000000;0;4969984;15000000;32
79;0;0;0;1;96;MergeOperator;0.224;45;0;1424;45;7
79;1;0;0;1;96;ExplainAnalyzeOperator;105.641;45;0;0;1;0
79;2;0;0;1;96;TaskOutputOperator;0.132;1;0;0;1;1
79;3;1;1;96;96;ExchangeOperator;1.871;45;0;704;45;13
79;4;1;1;96;96;OrderBy;6.167;45;0;132096;45;3
79;5;1;0;4;96;LocalMerge;0.438;0;0;24576;45;6
79;6;1;1;96;96;CallbackSink;7.841;45;0;0;0;4
79;7;1;0;4;96;PartitionedOutput;1.827;45;0;17344;45;5
79;8;2;1;96;96;ExchangeOperator;12.285;3899;0;9728;3899;25
79;9;2;1;96;96;FilterProject;18.486;3899;0;0;3899;8
79;10;2;0;96;96;LocalExchangeSinkOperator;25.354;3899;0;0;3899;11
79;11;2;1;96;96;LocalExchangeSourceOperator;84.230;3899;0;13312;3899;9
79;12;2;0;96;96;Aggregation;208.670;3899;0;267776;45;10
79;13;2;0;96;96;PartitionedOutput;25.090;45;0;17216;45;12
79;14;3;3;96;96;LocalExchangeSourceOperator;648.620;15000000;0;3440640;15000000;27
79;15;3;2;96;96;HashBuilderOperator;15682.040;15000000;0;76235264;0;28
79;16;3;1;96;96;ExchangeOperator;23920.231;148390963;0;16777216;148390963;31
79;17;3;1;96;96;LookupJoinOperator;60239.000;148390963;0;36466688;153391145;15,16
79;18;3;0;96;96;LocalExchangeSinkOperator;93000.499;153178481;0;0;153178481;23
79;19;3;1;96;96;PartialAggregation;32248.460;153391145;0;7708800;153178481;17
79;20;3;0;96;96;Aggregation;118020.000;153178481;0;6807552;15000000;18
79;21;3;1;96;96;FilterProject;1863.390;153178481;0;0;153178481;19
79;22;3;0;96;96;FilterProject;401.600;15000000;0;0;15000000;20
79;23;3;1;96;96;LocalExchangeSourceOperator;156776.740;153178481;0;3985280;153178481;21
79;24;3;0;96;96;PartialAggregation;866.750;15000000;0;593920;3899;22
79;25;3;0;96;96;PartitionedOutput;412.750;3899;0;68864;3899;24
79;26;3;3;96;96;ExchangeOperator;2320.227;15000000;0;11010048;15000000;33
79;27;3;3;96;96;FilterProject;14.896;15000000;0;0;15000000;26
79;28;3;2;96;96;LocalExchangeSinkOperator;38.840;15000000;0;0;15000000;14
79;29;4;0;96;96;TableScanOperator;35830.237;150000000;0;176585088;150000000;
79;30;4;0;96;96;FilterProject;11014.930;150000000;0;54016;148390963;29
79;31;4;0;96;96;PartitionedOutput;15399.820;148390963;0;7600896;148390963;30
79;32;5;0;96;96;TableScanOperator;267.655;15000000;0;3422080;15000000;
79;33;5;0;96;96;PartitionedOutput;601.940;15000000;0;5035520;15000000;32
80;0;0;0;1;8;MergeOperator;0.253;45;0;1424;45;7
80;1;0;0;1;8;ExplainAnalyzeOperator;104.544;45;0;0;1;0
80;2;0;0;1;8;TaskOutputOperator;0.122;1;0;0;1;1
80;3;1;1;8;8;ExchangeOperator;0.324;45;0;704;45;13
80;4;1;1;8;8;OrderBy;0.696;45;0;132160;45;3
80;5;1;0;4;8;LocalMerge;0.205;0;0;24576;45;6
80;6;1;1;8;8;CallbackSink;1.436;45;0;0;0;4
80;7;1;0;4;8;PartitionedOutput;0.615;45;0;17344;45;5
80;8;2;1;8;8;ExchangeOperator;2.326;345;0;1152;345;25
80;9;2;1;8;8;FilterProject;1.991;345;0;0;345;8
80;10;2;0;8;8;LocalExchangeSinkOperator;1.507;345;0;0;345;11
80;11;2;1;8;8;LocalExchangeSourceOperator;6.353;345;0;640;345;9
80;12;2;0;8;8;Aggregation;5.208;345;0;266880;45;10
80;13;2;0;8;8;PartitionedOutput;2.571;45;0;17216;45;12
80;14;3;3;8;8;LocalExchangeSourceOperator;477.410;15000000;0;7471104;15000000;27
80;15;3;2;8;8;HashBuilderOperator;3263.710;15000000;0;119431296;0;28
80;16;3;1;8;8;ExchangeOperator;1650.017;148390963;0;11534336;148390963;31
80;17;3;1;8;8;LookupJoinOperator;21619.080;148390963;0;32942208;153391145;15,16
80;18;3;0;8;8;LocalExchangeSinkOperator;1730.018;153373324;0;0;153373324;23
80;19;3;1;8;8;PartialAggregation;9712.190;153391145;0;18343936;153373324;17
80;20;3;0;8;8;Aggregation;28809.190;153373324;0;84402176;15000000;18
80;21;3;1;8;8;FilterProject;1392.220;153373324;0;0;153373324;19
80;22;3;0;8;8;FilterProject;431.880;15000000;0;0;15000000;20
80;23;3;1;8;8;LocalExchangeSourceOperator;8415.410;153373324;0;9091008;153373324;21
80;24;3;0;8;8;PartialAggregation;504.640;15000000;0;593920;345;22
80;25;3;0;8;8;PartitionedOutput;434.527;345;0;68864;345;24
80;26;3;3;8;8;ExchangeOperator;240.248;15000000;0;19529728;15000000;33
80;27;3;3;8;8;FilterProject;4.874;15000000;0;0;15000000;26
80;28;3;2;8;8;LocalExchangeSinkOperator;2.487;15000000;0;0;15000000;14
80;29;4;0;8;8;TableScanOperator;11140.018;150000000;0;22644224;150000000;
80;30;4;0;8;8;FilterProject;7697.630;150000000;0;54016;148390963;29
80;31;4;0;8;8;PartitionedOutput;8734.690;148390963;0;21203712;148390963;30
80;32;5;0;8;8;TableScanOperator;191.719;15000000;0;6843648;15000000;
80;33;5;0;8;8;PartitionedOutput;493.110;15000000;0;2369024;15000000;32
81;0;0;0;1;128;MergeOperator;0.208;45;0;1424;45;7
81;1;0;0;1;128;ExplainAnalyzeOperator;106.851;45;0;0;1;0
81;2;0;0;1;128;TaskOutputOperator;0.155;1;0;0;1;1
81;3;1;1;128;128;ExchangeOperator;2.327;45;0;512;45;13
81;4;1;1;128;128;OrderBy;8.808;45;0;131584;45;3
81;5;1;0;4;128;LocalMerge;0.438;0;0;24576;45;6
81;6;1;1;128;128;CallbackSink;11.153;45;0;0;0;4
81;7;1;0;4;128;PartitionedOutput;1.919;45;0;17344;45;5
81;8;2;1;128;128;ExchangeOperator;17.910;5148;0;5632;5148;25
81;9;2;1;128;128;FilterProject;24.580;5148;0;0;5148;8
81;10;2;0;128;128;LocalExchangeSinkOperator;39.753;5148;0;0;5148;11
81;11;2;1;128;128;LocalExchangeSourceOperator;130.230;5148;0;6144;5148;9
81;12;2;0;128;128;Aggregation;134.670;5148;0;267520;45;10
81;13;2;0;128;128;PartitionedOutput;37.300;45;0;17216;45;12
81;14;3;3;128;128;LocalExchangeSourceOperator;635.740;15000000;0;2211840;15000000;27
81;15;3;2;128;128;HashBuilderOperator;19669.300;15000000;0;76874240;0;28
81;16;3;1;128;128;ExchangeOperator;42010.339;148390963;0;16777216;148390963;31
81;17;3;1;128;128;LookupJoinOperator;84511.400;148390963;0;34920448;153391145;15,16
81;18;3;0;128;128;LocalExchangeSinkOperator;163800.679;153111069;0;0;153111069;23
81;19;3;1;128;128;PartialAggregation;55011.960;153391145;0;7708800;153111069;17
81;20;3;0;128;128;Aggregation;174030.000;153111069;0;6807552;15000000;18
81;21;3;1;128;128;FilterProject;1904.800;153111069;0;0;153111069;19
81;22;3;0;128;128;FilterProject;489.320;15000000;0;0;15000000;20
81;23;3;1;128;128;LocalExchangeSourceOperator;247404.660;153111069;0;3791488;153111069;21
81;24;3;0;128;128;PartialAggregation;1817.960;15000000;0;593920;5148;22
81;25;3;0;128;128;PartitionedOutput;508.580;5148;0;68864;5148;24
81;26;3;3;128;128;ExchangeOperator;2980.308;15000000;0;7438336;15000000;33
81;27;3;3;128;128;FilterProject;14.488;15000000;0;0;15000000;26
81;28;3;2;128;128;LocalExchangeSinkOperator;45.940;15000000;0;0;15000000;14
81;29;4;0;128;128;TableScanOperator;41140.330;150000000;0;277017088;150000000;
81;30;4;0;128;128;FilterProject;10980.320;150000000;0;54016;148390963;29
81;31;4;0;128;128;PartitionedOutput;16241.640;148390963;0;8141568;148390963;30
81;32;5;0;128;128;TableScanOperator;294.846;15000000;0;13521664;15000000;
81;33;5;0;128;128;PartitionedOutput;648.110;15000000;0;5006848;15000000;32
82;0;0;0;1;160;MergeOperator;0.212;45;0;1424;45;7
82;1;0;0;1;160;ExplainAnalyzeOperator;105.826;45;0;0;1;0
82;2;0;0;1;160;TaskOutputOperator;0.133;1;0;0;1;1
82;3;1;1;160;160;ExchangeOperator;2.598;45;0;512;45;13
82;4;1;1;160;160;OrderBy;9.729;45;0;131584;45;3
82;5;1;0;4;160;LocalMerge;0.482;0;0;24576;45;6
82;6;1;1;160;160;CallbackSink;12.276;45;0;0;0;4
82;7;1;0;4;160;PartitionedOutput;2.361;45;0;17344;45;5
82;8;2;1;160;160;ExchangeOperator;12.424;6377;0;4096;6377;25
82;9;2;1;160;160;FilterProject;21.550;6377;0;0;6377;8
82;10;2;0;160;160;LocalExchangeSinkOperator;9.870;6377;0;0;6377;11
82;11;2;1;160;160;LocalExchangeSourceOperator;51.440;6377;0;16640;6377;9
82;12;2;0;160;160;Aggregation;34.920;6377;0;268800;45;10
82;13;2;0;160;160;PartitionedOutput;17.830;45;0;17216;45;12
82;14;3;3;160;160;LocalExchangeSourceOperator;976.250;15000000;0;7258112;15000000;27
82;15;3;2;160;160;HashBuilderOperator;13373.920;15000000;0;74629632;0;28
82;16;3;1;160;160;ExchangeOperator;44530.403;148390963;0;16777216;148390963;31
82;17;3;1;160;160;LookupJoinOperator;106820.270;148390963;0;33585152;153391145;15,16
82;18;3;0;160;160;LocalExchangeSinkOperator;422.731;153117763;0;0;153117763;23
82;19;3;1;160;160;PartialAggregation;59453.520;153391145;0;5324800;153117763;17
82;20;3;0;160;160;Aggregation;139240.760;153117763;0;6766592;15000000;18
82;21;3;1;160;160;FilterProject;1635.220;153117763;0;0;153117763;19
82;22;3;0;160;160;FilterProject;133.960;15000000;0;0;15000000;20
82;23;3;1;160;160;LocalExchangeSourceOperator;20608.450;153117763;0;11598720;153117763;21
82;24;3;0;160;160;PartialAggregation;1688.330;15000000;0;593920;6377;22
82;25;3;0;160;160;PartitionedOutput;139.030;6377;0;68864;6377;24
82;26;3;3;160;160;ExchangeOperator;2810.406;15000000;0;7340032;15000000;33
82;27;3;3;160;160;FilterProject;13.499;15000000;0;0;15000000;26
82;28;3;2;160;160;LocalExchangeSinkOperator;22.562;15000000;0;0;15000000;14
82;29;4;0;160;160;TableScanOperator;40820.443;150000000;0;233687808;150000000;
82;30;4;0;160;160;FilterProject;10967.610;150000000;0;54016;148390963;29
82;31;4;0;160;160;PartitionedOutput;15382.360;148390963;0;8735488;148390963;30
82;32;5;0;160;160;TableScanOperator;338.863;15000000;0;6843776;15000000;
82;33;5;0;160;160;PartitionedOutput;639.530;15000000;0;5076480;15000000;32
83;0;0;0;1;16;MergeOperator;0.225;45;0;1424;45;7
83;1;0;0;1;16;ExplainAnalyzeOperator;106.149;45;0;0;1;0
83;2;0;0;1;16;TaskOutputOperator;0.145;1;0;0;1;1
83;3;1;1;16;16;ExchangeOperator;0.694;45;0;704;45;13
83;4;1;1;16;16;OrderBy;1.338;45;0;132096;45;3
83;5;1;0;4;16;LocalMerge;0.221;0;0;24576;45;6
83;6;1;1;16;16;CallbackSink;1.887;45;0;0;0;4
83;7;1;0;4;16;PartitionedOutput;0.672;45;0;17344;45;5
83;8;2;1;16;16;ExchangeOperator;4.149;684;0;1344;684;25
83;9;2;1;16;16;FilterProject;5.337;684;0;0;684;8
83;10;2;0;16;16;LocalExchangeSinkOperator;4.969;684;0;0;684;11
83;11;2;1;16;16;LocalExchangeSourceOperator;17.300;684;0;1088;684;9
83;12;2;0;16;16;Aggregation;49.430;684;0;266880;45;10
83;13;2;0;16;16;PartitionedOutput;6.263;45;0;17216;45;12
83;14;3;3;16;16;LocalExchangeSourceOperator;553.910;15000000;0;3538944;15000000;27
83;15;3;2;16;16;HashBuilderOperator;3869.950;15000000;0;96870528;0;28
83;16;3;1;16;16;ExchangeOperator;2170.036;148390963;0;16777216;148390963;31
83;17;3;1;16;16;LookupJoinOperator;24896.490;148390963;0;35338368;153391145;15,16
83;18;3;0;16;16;LocalExchangeSinkOperator;3160.067;153355754;0;0;153355754;23
83;19;3;1;16;16;PartialAggregation;10975.330;153391145;0;16132736;153355754;17
83;20;3;0;16;16;Aggregation;33470.000;153355754;0;42459136;15000000;18
83;21;3;1;16;16;FilterProject;1467.620;153355754;0;0;153355754;19
83;22;3;0;16;16;FilterProject;367.750;15000000;0;0;15000000;20
83;23;3;1;16;16;LocalExchangeSourceOperator;10835.860;153355754;0;7975040;153355754;21
83;24;3;0;16;16;PartialAggregation;486.330;15000000;0;593920;684;22
83;25;3;0;16;16;PartitionedOutput;372.842;684;0;68864;684;24
83;26;3;3;16;16;ExchangeOperator;223.958;15000000;0;10616832;15000000;33
83;27;3;3;16;16;FilterProject;7.441;15000000;0;0;15000000;26
83;28;3;2;16;16;LocalExchangeSinkOperator;6.933;15000000;0;0;15000000;14
83;29;4;0;16;16;TableScanOperator;13440.047;150000000;0;45165568;150000000;
83;30;4;0;16;16;FilterProject;8382.050;150000000;0;54016;148390963;29
83;31;4;0;16;16;PartitionedOutput;9796.980;148390963;0;11803392;148390963;30
83;32;5;0;16;16;TableScanOperator;216.071;15000000;0;8428544;15000000;
83;33;5;0;16;16;PartitionedOutput;563.710;15000000;0;3065344;15000000;32
84;0;0;0;1;32;MergeOperator;0.248;45;0;1424;45;7
84;1;0;0;1;32;ExplainAnalyzeOperator;106.049;45;0;0;1;0
84;2;0;0;1;32;TaskOutputOperator;0.131;1;0;0;1;1
84;3;1;1;32;32;ExchangeOperator;0.931;45;0;1408;45;13
84;4;1;1;32;32;OrderBy;2.303;45;0;132416;45;3
84;5;1;0;4;32;LocalMerge;0.276;0;0;24576;45;6
84;6;1;1;32;32;CallbackSink;3.199;45;0;0;0;4
84;7;1;0;4;32;PartitionedOutput;0.991;45;0;17344;45;5
84;8;2;1;32;32;ExchangeOperator;7.230;1342;0;2432;1342;25
84;9;2;1;32;32;FilterProject;11.875;1342;0;0;1342;8
84;10;2;0;32;32;LocalExchangeSinkOperator;12.766;1342;0;0;1342;11
84;11;2;1;32;32;LocalExchangeSourceOperator;43.780;1342;0;2816;1342;9
84;12;2;0;32;32;Aggregation;64.640;1342;0;267008;45;10
84;13;2;0;32;32;PartitionedOutput;13.227;45;0;17216;45;12
84;14;3;3;32;32;LocalExchangeSourceOperator;623.780;15000000;0;3489792;15000000;27
84;15;3;2;32;32;HashBuilderOperator;5600.030;15000000;0;84427008;0;28
84;16;3;1;32;32;ExchangeOperator;4210.070;148390963;0;16777216;148390963;31
84;17;3;1;32;32;LookupJoinOperator;35205.710;148390963;0;44745664;153391145;15,16
84;18;3;0;32;32;LocalExchangeSinkOperator;7430.154;153320366;0;0;153320366;23
84;19;3;1;32;32;PartialAggregation;14509.720;153391145;0;15461184;153320366;17
84;20;3;0;32;32;Aggregation;53080.000;153320366;0;21487616;15000000;18
84;21;3;1;32;32;FilterProject;1643.450;153320366;0;0;153320366;19
84;22;3;0;32;32;FilterProject;89.540;15000000;0;0;15000000;20
84;23;3;1;32;32;LocalExchangeSourceOperator;16578.720;153320366;0;4713536;153320366;21
84;24;3;0;32;32;PartialAggregation;270.440;15000000;0;593920;1342;22
84;25;3;0;32;32;PartitionedOutput;74.404;1342;0;68864;1342;24
84;26;3;3;32;32;ExchangeOperator;541.536;15000000;0;12058624;15000000;33
84;27;3;3;32;32;FilterProject;10.873;15000000;0;0;15000000;26
84;28;3;2;32;32;LocalExchangeSinkOperator;13.730;15000000;0;0;15000000;14
84;29;4;0;32;32;TableScanOperator;21190.075;150000000;0;78175744;150000000;
84;30;4;0;32;32;FilterProject;9748.630;150000000;0;54016;148390963;29
84;31;4;0;32;32;PartitionedOutput;12141.520;148390963;0;8436480;148390963;30
84;32;5;0;32;32;TableScanOperator;274.414;15000000;0;17009664;15000000;
84;33;5;0;32;32;PartitionedOutput;662.550;15000000;0;5174784;15000000;32
85;0;0;1;1;64;LocalExchangeSourceOperator;0.037;1;0;0;1;4
85;1;0;1;1;64;ExplainAnalyzeOperator;104.818;1;0;0;1;0
85;2;0;0;16;64;ExchangeOperator;0.059;1;0;0;1;13
85;3;0;1;1;64;TaskOutputOperator;0.120;1;0;0;1;1
85;4;0;0;16;64;LocalExchangeSinkOperator;0.310;1;0;0;1;2
85;5;1;2;16;64;FilterProject;4.254;64;0;0;64;14
85;6;1;1;1;64;LocalExchangeSinkOperator;0.874;64;0;0;64;7
85;7;1;2;16;64;LocalExchangeSourceOperator;7.557;64;0;0;64;5
85;8;1;1;1;64;Aggregation;1.595;64;0;66560;1;6
85;9;1;0;16;64;LocalExchangeSinkOperator;0.471;1;0;0;1;12
85;10;1;1;1;64;FilterProject;0.566;1;0;0;1;8
85;11;1;0;16;64;FilterProject;0.808;1;0;128;1;9
85;12;1;1;1;64;LocalExchangeSourceOperator;1.332;1;0;0;1;10
85;13;1;0;16;64;PartitionedOutput;1.156;1;0;16896;1;11
85;14;1;2;16;64;ExchangeOperator;2.589;64;0;6528;64;23
85;15;2;2;64;64;FilterProject;20.850;7730246;0;0;7730246;24
85;16;2;1;64;64;LocalExchangeSinkOperator;101.160;7730246;0;0;7730246;17
85;17;2;2;64;64;LocalExchangeSourceOperator;543.170;7730246;0;1216512;7730246;15
85;18;2;1;64;64;HashBuilderOperator;12996.270;7730246;0;42762496;0;16
85;19;2;0;64;64;ExchangeOperator;3720.138;20000000;0;22462464;20000000;26
85;20;2;0;64;64;LookupJoinOperator;3852.390;20000000;0;8431616;7730246;18,19
85;21;2;0;64;64;FilterProject;27620.560;7730246;0;4468992;7730246;20
85;22;2;0;64;64;PartialAggregation;136.350;7730246;0;66432;64;21
85;23;2;0;64;64;PartitionedOutput;11.417;64;0;17216;64;22
85;24;2;2;64;64;ExchangeOperator;265.030;7730246;0;8159232;7730246;29
85;25;3;0;64;64;TableScanOperator;354.623;20000000;0;3920576;20000000;
85;26;3;0;64;64;PartitionedOutput;1980.530;20000000;0;28392192;20000000;25
85;27;4;0;64;64;TableScanOperator;21690.150;7730246;0;93297344;7730246;
85;28;4;0;64;64;FilterProject;1085.130;7730246;0;2176;7730246;27
85;29;4;0;64;64;PartitionedOutput;1572.140;7730246;0;1505280;7730246;28
86;0;0;1;1;96;LocalExchangeSourceOperator;0.055;1;0;0;1;4
86;1;0;1;1;96;ExplainAnalyzeOperator;104.987;1;0;0;1;0
86;2;0;0;16;96;ExchangeOperator;0.064;1;0;0;1;13
86;3;0;1;1;96;TaskOutputOperator;0.139;1;0;0;1;1
86;4;0;0;16;96;LocalExchangeSinkOperator;0.342;1;0;0;1;2
86;5;1;2;24;96;FilterProject;3.996;96;0;0;96;14
86;6;1;1;1;96;LocalExchangeSinkOperator;1.042;96;0;0;96;7
86;7;1;2;24;96;LocalExchangeSourceOperator;8.610;96;0;0;96;5
86;8;1;1;1;96;Aggregation;1.855;96;0;66560;1;6
86;9;1;0;24;96;LocalExchangeSinkOperator;0.711;1;0;0;1;12
86;10;1;1;1;96;FilterProject;0.668;1;0;0;1;8
86;11;1;0;24;96;FilterProject;1.136;1;0;128;1;9
86;12;1;1;1;96;LocalExchangeSourceOperator;2.235;1;0;0;1;10
86;13;1;0;24;96;PartitionedOutput;1.571;1;0;16896;1;11
86;14;1;2;24;96;ExchangeOperator;3.339;96;0;13952;96;23
86;15;2;2;96;96;FilterProject;22.460;7730246;0;0;7730246;24
86;16;2;1;96;96;LocalExchangeSinkOperator;145.009;7730246;0;0;7730246;17
86;17;2;2;96;96;LocalExchangeSourceOperator;605.360;7730246;0;2965504;7730246;15
86;18;2;1;96;96;HashBuilderOperator;24021.540;7730246;0;40813056;0;16
86;19;2;0;96;96;ExchangeOperator;4130.232;20000000;0;20905984;20000000;26
86;20;2;0;96;96;LookupJoinOperator;4073.280;20000000;0;8431616;7730246;18,19
86;21;2;0;96;96;FilterProject;29731.120;7730246;0;4468992;7730246;20
86;22;2;0;96;96;PartialAggregation;138.420;7730246;0;66432;96;21
86;23;2;0;96;96;PartitionedOutput;17.300;96;0;17216;96;22
86;24;2;2;96;96;ExchangeOperator;260.636;7730246;0;18186240;7730246;29
86;25;3;0;96;96;TableScanOperator;456.740;20000000;0;7778304;20000000;
86;26;3;0;96;96;PartitionedOutput;2014.050;20000000;0;23911168;20000000;25
86;27;4;0;96;96;TableScanOperator;35080.235;7730246;0;133020352;7730246;
86;28;4;0;96;96;FilterProject;1118.290;7730246;0;2176;7730246;27
86;29;4;0;96;96;PartitionedOutput;1615.670;7730246;0;1505280;7730246;28
87;0;0;1;1;8;LocalExchangeSourceOperator;0.049;1;0;0;1;4
87;1;0;1;1;8;ExplainAnalyzeOperator;105.922;1;0;0;1;0
87;2;0;0;16;8;ExchangeOperator;0.080;1;0;0;1;13
87;3;0;1;1;8;TaskOutputOperator;0.140;1;0;0;1;1
87;4;0;0;16;8;LocalExchangeSinkOperator;0.344;1;0;0;1;2
87;5;1;2;2;8;FilterProject;0.547;8;0;0;8;14
87;6;1;1;1;8;LocalExchangeSinkOperator;0.179;8;0;0;8;7
87;7;1;2;2;8;LocalExchangeSourceOperator;1.162;8;0;0;8;5
87;8;1;1;1;8;Aggregation;0.389;8;0;66560;1;6
87;9;1;0;2;8;LocalExchangeSinkOperator;0.075;1;0;0;1;12
87;10;1;1;1;8;FilterProject;0.184;1;0;0;1;8
87;11;1;0;2;8;FilterProject;0.153;1;0;128;1;9
87;12;1;1;1;8;LocalExchangeSourceOperator;0.315;1;0;0;1;10
87;13;1;0;2;8;PartitionedOutput;0.523;1;0;16896;1;11
87;14;1;2;2;8;ExchangeOperator;0.490;8;0;1664;8;23
87;15;2;2;8;8;FilterProject;27.340;7730246;0;0;7730246;24
87;16;2;1;8;8;LocalExchangeSinkOperator;23.998;7730246;0;0;7730246;17
87;17;2;2;8;8;LocalExchangeSourceOperator;658.770;7730246;0;425984;7730246;15
87;18;2;1;8;8;HashBuilderOperator;3350.000;7730246;0;75829376;0;16
87;19;2;0;8;8;ExchangeOperator;1050.017;20000000;0;19267584;20000000;26
87;20;2;0;8;8;LookupJoinOperator;1645.589;20000000;0;7514112;7730246;18,19
87;21;2;0;8;8;FilterProject;5172.110;7730246;0;3404032;7730246;20
87;22;2;0;8;8;PartialAggregation;101.010;7730246;0;66176;8;21
87;23;2;0;8;8;PartitionedOutput;1.475;8;0;17216;8;22
87;24;2;2;8;8;ExchangeOperator;272.803;7730246;0;2752512;7730246;29
87;25;3;0;8;8;TableScanOperator;242.219;20000000;0;7778816;20000000;
87;26;3;0;8;8;PartitionedOutput;1720.540;20000000;0;36522752;20000000;25
87;27;4;0;8;8;TableScanOperator;7520.018;7730246;0;15652032;7730246;
87;28;4;0;8;8;FilterProject;772.090;7730246;0;2176;7730246;27
87;29;4;0;8;8;PartitionedOutput;1065.640;7730246;0;1579008;7730246;28
88;0;0;1;1;128;LocalExchangeSourceOperator;0.050;1;0;0;1;4
88;1;0;1;1;128;ExplainAnalyzeOperator;105.665;1;0;0;1;0
88;2;0;0;16;128;ExchangeOperator;0.065;1;0;0;1;13
88;3;0;1;1;128;TaskOutputOperator;0.141;1;0;0;1;1
88;4;0;0;16;128;LocalExchangeSinkOperator;0.328;1;0;0;1;2
88;5;1;2;32;128;FilterProject;4.577;128;0;0;128;14
